  2.00000000e+00   7.00000000e+02   0.00000000e+00
  4.00000000e+00   5.00000000e+02   0.00000000e+00
  8.00000000e+00   5.00000000e+02   0.00000000e+00
  1.60000000e+01   5.00000000e+02   0.00000000e+00
  3.20000000e+01   5.00000000e+02   0.00000000e+00
  6.40000000e+01   5.00000000e+02   0.00000000e+00
  1.28000000e+02   4.00000000e+02   0.00000000e+00
  2.56000000e+02   4.00000000e+02   0.00000000e+00
  5.12000000e+02   4.00000000e+02   0.00000000e+00
  1.02400000e+03   4.00000000e+02   0.00000000e+00
